Year,Al Gulch_3607,Al Gulch_609,Archuleta Mesa AA15_26,Archuleta Mesa B2_17,Archuleta Mesa c2_9,Archuleta Mesa c3_2,Archuleta Mesa B2_25,BM6_168,Cheesman Lake North_6,Cheesman Lake North_9,Cheesman Lake South_4,Cheesman Lake South_8,Cheesman Lake South_9,Cheesman Lake South_11,Cheesman Lake South_15,Cheesman Lake South_16,Cheesman Lake South_17,Crooked Creek_704,Five Pine Canyon_10,Hells Hole West_15,Hells Hole West_13,Hells Hole West_16,Hells Hole West_20,Hells Hole West_21,Hidden Valley South_307,Hidden Valley South_304,Hot Creek_13,Hot Creek_14,Hot Creek_17,Hot Creek_19,Loch Lomond_14,Loch Lomond_16,Loch Lomond_17,Loch Lomond_26,Lone Pine_6,22P,Manitou Demo Plot_11,Manitou Demo Plot_17,Manitou Old Growth_10,Manitou Old Growth_11,Manitou Old Growth_12,Manitou Old Growth_15,Manitou Old Growth_16,Mica Mine_7,Mica Mine_11,Mica Mine_12,Mica Mine_14,Missouri Gulch_5,Old Tree Cluster_27,Old Tree Cluster_29,Old Tree Cluster_35,Old Tree Cluster_15,Old Tree Cluster_16,Old Tree Cluster_17,Old Tree Cluster_64,Old Tree Cluster_25,Old Tree Cluster_68,Old Tree Cluster_36,Old Tree Cluster_65,Old Tree Cluster_30,Old Tree Cluster_38,Peabody Spur_901,Peabody Spur_905,Peabody Spur_904,Rollins Pass East_630,Rye Slough_304,Washout Gulch Burn_9,Washout Gulch Burn_22,Wet Mountains South_13,Wet Mountains South_14,Ashenfelder Lower_1,Ashenfelder Lower_2,Ashenfelder Upper_2,Ashenfelder Upper_3,Ashenfelder Upper_5,Ashenfelder Upper_10,Bear Lodge North_7,Bear Lodge North_10,Bear Lodge North_11,Cold Springs Creek_7,Lubrecht Experimental Forest_23
1257,,,,,,,,,,,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,2,,,,,,,,,,,,,,,
1258,,,,,,,,,,,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,
1259,,,,,,,,,,,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,
1260,,,,,,,,,,,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,
1261,,,,,,,,,,,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,
1262,,,,,,,,,,,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,
1263,,,,,,,,,,,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,
1264,,,,,,,,,,,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,
1265,,,,,,,,,,,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,
1266,,,,,,,,,,,0,0,1,0,0,0,0,,,0,2,0,0,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,
1267,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,
1268,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,
1269,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,
1270,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,
1271,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,
1272,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,
1273,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,
1274,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,
1275,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,
1276,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,
1277,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,
1278,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,
1279,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,
1280,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,
1281,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,2,,1,,1,,,,,,,,,,,,,,,
1282,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1283,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1284,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1285,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1286,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1287,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1288,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,0,2,0,0,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1289,,,,,,,,,,,0,0,2,0,0,0,0,,,0,1,0,0,0,,,,,,,0,1,0,0,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1290,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,0,1,0,0,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1291,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,0,1,0,0,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1292,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,0,1,0,0,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1293,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,0,1,0,0,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1294,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,0,1,0,0,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1295,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,0,1,0,0,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1296,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,0,1,0,0,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1297,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,,,,,,,0,1,0,0,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1298,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,2,0,,,,,0,1,0,0,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1299,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,,,,,0,1,0,0,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1300,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,,,,,0,1,0,0,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1301,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1302,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1303,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1304,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1305,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1306,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1307,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,2,0,0,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1308,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1309,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1310,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,2,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1311,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1312,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1313,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1314,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1315,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1316,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1317,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1318,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1319,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1320,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1321,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1322,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1323,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1324,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1325,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,2,1,2,1,2,1,,1,,1,,,,,,,,,,,,,,,
1326,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1327,,,,,,,,,,,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1328,,,,,,,,,,,0,0,1,0,0,0,0,,,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1329,,,,,,,,,,,0,0,2,0,0,0,0,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,2,2,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1330,,,,,,,,,,,0,0,1,0,0,0,0,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1331,,,,,,,,,,,0,0,1,0,0,0,0,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,0,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1332,,,,,,,,,,,0,0,1,0,0,0,0,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,0,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1333,,,,,,,,,,,0,0,1,0,0,0,0,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,0,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1334,,,,,,,,,,,0,0,1,0,0,0,0,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,0,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1335,,,,,,,,,,,0,0,1,0,0,0,0,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,2,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,0,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1336,,,,,,,,,,,0,0,1,0,0,0,0,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,0,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1337,,,,,,,,,,,0,0,1,0,0,0,0,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,0,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1338,,,,,,,,,,,0,0,1,0,0,0,0,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,0,1,1,1,1,,1,,1,,,,,,,,,,,,,,,
1339,,,,,,,,,,,0,0,1,0,0,0,0,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,0,1,0,1,1,,1,,1,,,,,,,,,,,,,,,
1340,,,,,,,,,,,0,0,1,0,0,0,0,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,0,1,0,1,1,,1,,1,,,,,,,,,,,,,,,
1341,,,,,,,,,,,0,0,1,0,0,0,0,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,0,1,0,1,1,,1,,1,,,,,,,,,,,,,,,
1342,,,,,,,,,,,0,0,1,0,0,0,0,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,0,2,0,1,1,2,1,,1,,,,,,,,,,,,,,,
1343,,,,,,,,,,,0,0,1,0,0,0,0,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,0,1,0,1,1,1,1,,1,,,,,,,,,,,,,,,
1344,,,,,,,,,,,0,0,1,0,0,0,0,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,0,1,0,1,1,1,1,,1,,,,,,,,,,,,,,,
1345,,,,,,,,,,,0,0,1,0,0,0,0,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,0,1,0,1,1,1,1,,1,,,,,,,,,,,,,,,
1346,,,,,,,,,,,0,0,1,0,0,0,0,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,0,1,0,1,1,1,1,,1,,,,,,,,,,,,,,,
1347,,,,,,,,,,,0,0,1,0,0,0,0,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,2,0,2,0,1,1,1,1,,1,,,,,,,,,,,,,,,
1348,,,,,,,,,,,0,0,1,0,0,0,0,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,0,1,0,1,1,1,1,,1,,,,,,,,,,,,,,,
1349,,,,,,,,,,,0,0,1,0,0,0,0,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,,1,1,1,0,1,0,1,1,1,1,,1,,,,,,,,,,,,,,,
1350,,,,,,,,,,,0,0,1,0,0,0,1,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,,,,,,,,,,
1351,,,,,,,,,,,0,0,1,0,0,0,1,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,,,,,,,,,,
1352,,,,,,,,,,,0,0,1,0,0,0,1,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,,,,,,,,,,
1353,,,,,,,,,,,0,0,1,0,0,0,1,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,,,,,,,,,,
1354,,,,,,,,,,,0,0,1,0,0,0,1,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,,,,,,,,,,
1355,,,,,,,,,,,0,0,1,0,0,0,1,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,,0,0,0,,,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,,,,,,,,,,
1356,,,,,,,,,,,0,0,1,0,0,0,1,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,1,0,0,0,,,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,,,1,,,,,,,
1357,,,,,,,,,,,0,0,1,0,0,1,1,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,1,0,0,0,,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,,,1,,,,,,,
1358,,,,,,,,,,,0,0,1,0,0,1,1,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,1,0,0,0,,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1359,,,,,,,,,,,0,0,1,0,0,1,1,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,1,0,0,0,,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1360,,,,,,,,,,,0,0,1,0,0,1,1,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,1,0,0,0,,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1361,,,,,,,,,,,0,0,1,0,0,1,1,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,,1,0,1,,,,,,,,,,1,0,0,0,,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1362,,,,,,,,,,,0,0,1,0,0,1,1,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,2,,2,0,2,,,,,,,,,,1,0,0,0,,1,1,1,1,2,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1363,,,,,,,,,,,0,0,1,0,0,1,1,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1364,2,0,,,,,,,,,0,0,1,0,0,1,1,,,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1365,1,0,,,,,,,,,0,0,1,0,0,1,1,,2,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
1366,1,0,,,,,,,,,0,0,1,0,0,1,1,,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,,1,0,1,,,,,,,,,,1,0,0,0,,1,1,1,1,1,0,1,0,1,1,1,1,,1,,,,,,1,,1,,,,,,,
